,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
197,"            Rua Artur Serpa, Fragoso",        52 ,2,1,2,190000,2551536888,2022-05-08 20:08:48,-7.9912927,-34.8452266
198,"            Rua Hélio Rodrigues Cardoso, Bultrins",        60 ,2,1,2,205000,2557219564,2022-05-08 20:08:48,-7.9975759,-34.84776
199,"            Jardim Atlântico, Olinda",        52 ,2,2,,205000,2523702052,2022-05-08 20:08:48,-7.9753891,-34.8459936
200,"            Rua Pereira Simões, Bairro Novo",        61 ,2,1,2,397200,2549228300,2022-05-08 20:08:48,-8.0005265,-34.8434549
201,"            Rua Manuel Borba, Carmo",        106 ,3,2,3,649000,2516972048,2022-05-08 20:08:48,,
202,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        57 ,2,1,2,234900,2558522721,2022-05-08 20:08:48,-7.9684097,-34.8390986
203,"            Avenida Pedro Álvares Cabral, Jardim Atlântico",        60 ,2,1,2,165000,2550807375,2022-05-08 20:08:48,-7.978459,-34.8475865
204,"            Avenida Ministro Marcos Freire, Casa Caiada",        95 ,3,2,2,1150000,2558423374,2022-05-08 20:08:48,-7.9811394,-34.8352712
205,"            Casa Caiada, Olinda",        68 ,3,1,2,385000,2558683363,2022-05-08 20:08:48,-7.9835463,-34.8389609
206,"            Avenida Ministro Marcos Freire, Casa Caiada",        64 ,2,1,2,315000,2560818733,2022-05-08 20:08:48,-7.9811394,-34.8352712
207,"            Monte, Olinda",        55 ,2,1,2,234900,2541458096,2022-05-08 20:08:48,-8.006156299999999,-34.8524429
208,"            Bultrins, Olinda",        117 ,4,2,3,450000,2437366909,2022-05-08 20:08:48,-7.9976816,-34.852405
209,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        85 ,2,1,1,180000,2552818652,2022-05-08 20:08:48,-7.9712137,-34.8395651
210,"            Avenida Ministro Marcos Freire, Casa Caiada",        100 ,3,3,,750000,2487530458,2022-05-08 20:08:48,-7.9811394,-34.8352712
211,"            Rua Pereira Simões, Bairro Novo",        61 ,2,1,1,397200,2539932773,2022-05-08 20:08:48,-8.0005265,-34.8434549
212,"            Rua Jornalista Luís de Andrade, Casa Caiada",        95 ,3,2,4,690000,2561526111,2022-05-08 20:08:48,-7.9866315,-34.8418334
213,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        59 ,3,1,1,299900,2560391307,2022-05-08 20:08:48,-7.9903257,-34.8422608
214,"            Casa Caiada, Olinda",        60 ,2,1,2,240000,2556833753,2022-05-08 20:08:48,-7.9835463,-34.8389609
215,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        60 ,2,1,1,60000,2558421406,2022-05-08 20:08:48,-7.9644261,-34.8460222
216,"            Rua Monte Castelo, Boa Vista",        33 - 37 ,1,1,1,280000,2558380857,2022-05-08 20:08:48,-8.0500149,-34.891693
217,"            Rua Monte Castelo, Boa Vista",        33 ,1,1,1,Sob consulta,2560481841,2022-05-08 20:08:48,-8.0500149,-34.891693
218,"            Rua Monte Castelo, Boa Vista",        33 ,1,1,1,292000,2559529016,2022-05-08 20:08:48,-8.0500149,-34.891693
219,"            Avenida Ministro Marcos Freire, Casa Caiada",        100 ,3,2,3,847500,2530943239,2022-05-08 20:08:48,-7.9811394,-34.8352712
220,"            Rua Santa Terezinha, Jardim Atlântico",        49 ,2,1,1,299900,2561556898,2022-05-08 20:08:48,-7.9777366,-34.8417893
221,"            Rua Coronel Francisco Figueiroa, Bairro Novo",        240 ,3,3,3,450000,2557386847,2022-05-08 20:08:48,-8.0072928,-34.8441983
222,"            Rua Guaraná, Ouro Preto",        100 ,3,2,1,400000,2550287862,2022-05-08 20:08:48,-7.9963033,-34.8600522
223,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        27 ,1,,,130000,2559395107,2022-05-08 20:08:48,-7.9848483,-34.8380293
224,"            Jardim Brasil, Olinda",        190 ,4,3,3,260000,2511844440,2022-05-08 20:08:48,-8.0039768,-34.8709438
225,"            Rua Humberto de Lima Mendes, Bairro Novo",        55 ,2,1,1,190000,2554180247,2022-05-08 20:08:48,-7.9879252,-34.8472616
226,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        140 ,3,3,2,400000,2558566402,2022-05-08 20:08:48,-7.9827993,-34.8384556
227,"            Avenida Ministro Marcos Freire, Bairro Novo",        100 ,4,3,4,1145000,2530795996,2022-05-08 20:08:48,-8.0023988,-34.8395821
228,"            Rua Coronel João Ribeiro, Bairro Novo",        110 ,3,1,3,380000,2561132641,2022-05-08 20:08:48,-8.0007627,-34.8421559
229,"            Avenida Ministro Marcos Freire, Casa Caiada",        129 ,4,2,3,749000,2539568203,2022-05-08 20:08:48,-7.9811394,-34.8352712
230,"            Bonsucesso, Olinda",        76 ,3,1,,240000,2555949681,2022-05-08 20:08:48,-8.0108144,-34.8532121
231,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        56 ,2,1,2,130000,2560659983,2022-05-08 20:08:48,-7.9851617,-34.8453235
232,"            Rua José Augusto da Silva Braga, Bairro Novo",        65 ,3,1,2,290000,2544760113,2022-05-08 20:08:48,-8.0006416,-34.8448816
233,"            Bairro Novo, Olinda",        55 ,2,1,2,234900,2541459182,2022-05-08 20:08:48,-8.0027701,-34.8431006
234,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,3,1,3,450000,2502068796,2022-05-08 20:08:48,-7.9824958,-34.8375212
235,"            Rua Doutor Milton Pina, Bultrins",        68 ,2,1,2,180000,2552563772,2022-05-08 20:08:48,-7.9984852,-34.84813
236,"            Avenida Nápoles, Rio Doce",        47 ,2,1,1,128000,2561500698,2022-05-08 20:08:48,-7.9675749,-34.8512369
237,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        31 ,1,,,90000,2560618285,2022-05-08 20:08:48,-7.9824958,-34.8375212
238,"            Rua Joana Noberto Pessoa, Bairro Novo",        62 ,2,1,1,230000,2543096491,2022-05-08 20:08:48,-7.993924,-34.8447282
239,"            Rua Coronel José Cipriano da Silva, Rio Doce",        110 ,3,1,3,250000,2558198345,2022-05-08 20:08:48,-7.9649507,-34.8313592
240,"            Rua Monte Castelo, Boa Vista",        33 ,1,1,1,Sob consulta,2560476082,2022-05-08 20:08:48,-8.0500149,-34.891693
241,"            Rua Monte Castelo, Boa Vista",        33 ,1,1,1,Sob consulta,2560482166,2022-05-08 20:08:48,-8.0500149,-34.891693
242,"            Rua da Harmonia, Casa Amarela",        27 - 44 ,        1 - 2 ,1,        1 - 2 ,198500,2551711559,2022-05-08 20:08:48,-8.0288768,-34.9143721
243,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        77 ,3,1,,565000,2543096874,2022-05-08 20:08:48,-7.9908448,-34.8408931
244,"            Rio Doce, Olinda",        47 ,2,1,2,175000,2542163937,2022-05-08 20:08:48,-7.9661053,-34.8322058
245,"            Avenida Brasil, Rio Doce",        80 ,3,1,2,200000,2457862418,2022-05-08 20:08:48,-7.95946,-34.8465666
246,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        67 ,3,1,2,270000,2529182598,2022-05-08 20:08:48,-7.9753849,-34.8367645
247,"            Avenida São João Batista, Rio Doce",        55 ,1,1,,280000,2561615081,2022-05-08 20:08:48,,
248,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        74 ,3,1,2,480000,2544471474,2022-05-08 20:08:48,-7.9848483,-34.8380293
249,"            Rio Doce, Olinda",        48 ,2,1,2,360000,2556455036,2022-05-08 20:08:48,-7.9661053,-34.8322058
250,"            Rua Everaldo Xavier, Jardim Atlântico",        54 ,2,1,2,220000,2554837942,2022-05-08 20:08:48,-7.975346,-34.8444302
251,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,3,2,3,650000,2555608788,2022-05-08 20:08:48,-7.9811394,-34.8352712
252,"            Rua Everaldo Xavier, Jardim Atlântico",        58 ,2,1,1,245000,2468537010,2022-05-08 20:08:48,-7.975346,-34.8444302
253,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        100 ,3,2,4,590001,2559679166,2022-05-08 20:08:48,-7.9824958,-34.8375212
254,"            Avenida Nápoles, Rio Doce",        50 ,2,1,1,80000,1948935482,2022-05-08 20:08:48,-7.9675749,-34.8512369
255,"            Rua Pereira Simões, Bairro Novo",        61 ,2,1,,397200,2532738002,2022-05-08 20:08:48,-8.0005265,-34.8434549
256,"            Rua Osias Cabral de Oliveira, Jardim Atlântico",        70 ,3,1,2,120000,2560451453,2022-05-08 20:08:48,-7.9698174,-34.8393398
257,"            Rua Marli Maria Soares, Rio Doce",        200 ,3,2,2,300000,2552507479,2022-05-08 20:08:48,-7.962314200000001,-34.846599
258,"            Casa Caiada, Olinda",        80 ,3,1,1,390000,2560495424,2022-05-08 20:08:48,-7.9835463,-34.8389609
259,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        107 ,3,1,3,560000,2559395119,2022-05-08 20:08:48,-7.9643799,-34.8318207
260,"            Avenida Ministro Marcos Freire, Casa Caiada",        75 ,3,2,2,360000,2545473656,2022-05-08 20:08:48,-7.9811394,-34.8352712
261,"            Avenida Ministro Marcos Freire, Casa Caiada",        94 ,3,2,4,609000,2561527919,2022-05-08 20:08:48,-7.9811394,-34.8352712
262,"            Rua Antônio Estelita Passos, Casa Caiada",        324 ,4,4,5,750000,1042061961,2022-05-08 20:08:48,-7.9851678,-34.8396388
263,"            Rua Catálogo, Casa Caiada",        60 ,3,1,2,540000,2559148399,2022-05-08 20:08:48,,
264,"            Rua Antônio de Castro, Casa Amarela",        58 ,        2 - 3 ,1,1,331000,2435145312,2022-05-08 20:08:48,-8.0283481,-34.9159762
265,"            Rua Major Nereu Guerra, Casa Amarela",        50 ,        2 - 3 ,1,2,371000,2435145308,2022-05-08 20:08:48,-8.0256727,-34.9150561
266,"            Estrada das Ubáias, Casa Amarela",        59 ,3,2,1,452500,2435145541,2022-05-08 20:08:48,-8.03072,-34.9191854
267,"            Casa Caiada, Olinda",        68 ,3,1,2,385000,2558683363,2022-05-08 20:08:48,-7.9835463,-34.8389609
268,"            Jardim Atlântico, Olinda",        74 ,3,1,2,360000,2539510192,2022-05-08 20:08:48,-7.9753891,-34.8459936
269,"            Bairro Novo, Olinda",        73 ,3,1,1,365000,2559724857,2022-05-08 20:08:48,-8.0027701,-34.8431006
270,"            Jardim Atlântico, Olinda",        53 ,2,1,2,250800,2556710058,2022-05-08 20:08:48,-7.9753891,-34.8459936
271,"            Avenida Rui Barbosa, Jardim Atlântico",        58 ,2,1,1,280000,2233325750,2022-05-08 20:08:48,,
272,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        59 ,3,1,1,299900,2560391307,2022-05-08 20:08:48,-7.9903257,-34.8422608
273,"            Rio Doce, Olinda",        48 ,2,1,2,360000,2556455036,2022-05-08 20:08:48,-7.9661053,-34.8322058
274,"            Rua Antônio Martiniano de Barros, Bairro Novo",        120 ,3,4,4,410000,2561564465,2022-05-08 20:08:48,-7.9938187,-34.846711
275,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        100 ,3,2,1,770000,2515873480,2022-05-08 20:08:48,-7.9848483,-34.8380293
276,"            Rua Osias Cabral de Oliveira, Jardim Atlântico",        69 ,2,1,2,180000,2531478305,2022-05-08 20:08:48,-7.9698174,-34.8393398
277,"            Bairro Novo, Olinda",        95 ,3,2,2,460000,2541095532,2022-05-08 20:08:48,-8.0027701,-34.8431006
278,"            Avenida Ministro Marcos Freire, Casa Caiada",        129 ,4,2,3,749000,2539568203,2022-05-08 20:08:48,-7.9811394,-34.8352712
279,"            Rua Osias Cabral de Oliveira, Jardim Atlântico",        70 ,3,1,2,120000,2560451453,2022-05-08 20:08:48,-7.9698174,-34.8393398
280,"            Rua Capivara, Fragoso",        50 ,2,1,1,130000,2516943810,2022-05-08 20:08:48,-7.9839194,-34.8489826
281,"            Rua Catálogo, Casa Caiada",        60 ,3,1,2,540000,2559148399,2022-05-08 20:08:48,,
282,"            Rua Pereira Simões, Bairro Novo",        61 ,2,1,,397200,2532738002,2022-05-08 20:08:48,-8.0005265,-34.8434549
283,"            Rua Luíz Miranda de Magalhães, Rio Doce",        68 ,2,1,1,160000,2558522716,2022-05-08 20:08:48,-7.9597113,-34.8506582
284,"            Rua Coronel José Cipriano da Silva, Rio Doce",        65 ,3,1,3,291000,2561476966,2022-05-08 20:08:48,-7.9649507,-34.8313592
285,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        78 ,3,1,1,400000,2550032943,2022-05-08 20:08:48,-7.9999362,-34.8461515
286,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        59 ,2,1,1,355000,2543856105,2022-05-08 20:08:48,-7.9848483,-34.8380293
287,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        77 ,3,2,3,565000,2515413384,2022-05-08 20:08:48,-7.9908448,-34.8408931
288,"            Avenida Flor de Santana, Parnamirim",        94 ,3,2,2,924000,2549774626,2022-05-08 20:08:48,-8.0340124,-34.914193
289,"            Avenida Flor de Santana, Parnamirim",        94 ,3,2,2,933522,2484592808,2022-05-08 20:08:48,-8.0340124,-34.914193
290,"            Rua Alfredo Fernandes, Casa Forte",        84 ,3,2,3,590000,2536554649,2022-05-08 20:08:48,-8.0354502,-34.9151991
291,"            Avenida Fagundes Varela, Jardim Atlântico",        68 ,2,1,1,200000,2559467127,2022-05-08 20:08:48,-7.9770194,-34.8424944
292,"            Jardim Atlântico, Olinda",        50 ,2,1,3,215000,2523703624,2022-05-08 20:08:48,-7.9753891,-34.8459936
293,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        67 ,3,1,2,249999,2553442885,2022-05-08 20:08:48,-7.9753849,-34.8367645
294,"            Bultrins, Olinda",        60 ,2,1,2,229000,2560902406,2022-05-08 20:08:48,-7.9976816,-34.852405
295,"            Jardim Atlântico, Olinda",        52 ,2,1,1,234900,2543096975,2022-05-08 20:08:48,-7.9753891,-34.8459936
296,"            Rua Jornalista Edson Regis, Jardim Atlântico",        65 ,2,1,1,230000,2519890715,2022-05-08 20:08:48,-7.9751264,-34.8373879
297,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        72 ,2,1,2,255000,2553593836,2022-05-08 20:08:48,-7.974585,-34.8386276
298,"            Avenida Presidente Kennedy, Peixinhos",        3000 ,5,,,20000,2560663571,2022-05-08 20:08:48,-8.0117628,-34.874454
299,"            Casa Caiada, Olinda",        127 ,4,2,3,415000,2548535023,2022-05-08 20:08:48,-7.9835463,-34.8389609
300,"            Peixinhos, Olinda",        130 ,3,1,3,158000,2550589365,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
301,"            Casa Caiada, Olinda",        70 ,3,2,1,400000,2560482455,2022-05-08 20:08:48,-7.9835463,-34.8389609
302,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        67 ,2,1,2,280000,2559117858,2022-05-08 20:08:48,-7.9824958,-34.8375212
303,"            Bairro Novo, Olinda",        60 ,2,1,1,145000,2559052406,2022-05-08 20:08:48,-8.0027701,-34.8431006
304,"            Bairro Novo, Olinda",        53 ,2,1,1,315000,2543095346,2022-05-08 20:08:48,-8.0027701,-34.8431006
305,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        83 ,3,1,3,169990,2561531550,2022-05-08 20:08:48,-7.974585,-34.8386276
306,"            Avenida Coronel Frederico Lundgren, Rio Doce",        48 ,2,1,1,190000,2551837155,2022-05-08 20:08:48,-7.967635,-34.8363487
307,"            Jardim Atlântico, Olinda",        52 ,2,1,2,234900,2532067530,2022-05-08 20:08:48,-7.9753891,-34.8459936
308,"            Rio Doce, Olinda",        48 ,2,1,1,139000,2548009504,2022-05-08 20:08:48,-7.9661053,-34.8322058
309,"            Rua Ayrton Senna, Rio Doce",        46 ,2,1,1,184000,2553558600,2022-05-08 20:08:48,-7.9673038,-34.8347981
310,"            Rua Um, Rio Doce",        48 ,2,1,1,184560,2539653891,2022-05-08 20:08:48,-7.9577916,-34.8509717
311,"            Rua Ayrton Senna, Rio Doce",        45 ,2,1,,186000,2561542301,2022-05-08 20:08:48,-7.9673038,-34.8347981
312,"            Rua Doutor Vicente Ferreira, Torre",        55 - 75 ,        2 - 3 ,        1 - 2 ,2,338000,2560217521,2022-05-08 20:08:48,-8.0438567,-34.91107
313,"            Rua Real da Torre, Torre",        96 ,3,2,3,910000,2466967424,2022-05-08 20:08:48,-8.0450535,-34.9100098
314,"            Rua Real da Torre, Madalena",        28 - 76 ,        1 - 3 ,        1 - 2 ,1,230000,2561187119,2022-05-08 20:08:48,-8.0515559,-34.9085728
315,"            Avenida São João Batista, Jardim Atlântico",        53 ,2,1,1,234900,2553879723,2022-05-08 20:08:48,,
316,"            Rua Beliro Dourado, Jardim Atlântico",        55 ,2,1,1,150000,2559679876,2022-05-08 20:08:48,-7.9751353,-34.8491577
317,"            1ª Travessa do Progresso, Rio Doce",        50 ,2,1,1,184900,2561595400,2022-05-08 20:08:48,-2.5540606,-44.2344447
318,"            Centro, Olinda",        75 ,3,1,1,370000,2543228794,2022-05-08 20:08:48,-7.992019300000001,-34.84223679999999
319,"            Avenida Ministro Marcos Freire, Casa Caiada",        75 ,3,1,2,380000,2477813325,2022-05-08 20:08:48,-7.9811394,-34.8352712
320,"            Rua Victor José Fernandes, Bairro Novo",        80 ,3,1,2,225000,2558421769,2022-05-08 20:08:48,-8.0014992,-34.8457288
321,"            Rua Delmiro Monteiro da Purificação, Jardim Atlântico",        72 ,3,1,2,195000,2536085777,2022-05-08 20:08:48,-7.9711973,-34.8378979
322,"            Rua Vinte e Nove-A, Rio Doce",        43 ,2,1,1,153000,2546065974,2022-05-08 20:08:48,-7.9625956,-34.8474301
323,"            Avenida Guararapes, Jardim Atlântico",        55 ,2,1,2,130000,2513546573,2022-05-08 20:08:48,-7.9786434,-34.8422404
324,"            Rua Catarina Batista de Alencar, Bairro Novo",        128 ,3,1,2,275000,2560432985,2022-05-08 20:08:48,-7.9949302,-34.8460207
325,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        67 ,3,1,2,260000,2549073954,2022-05-08 20:08:48,-7.9753849,-34.8367645
326,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        78 ,3,1,2,400000,2551234263,2022-05-08 20:08:48,-7.9848483,-34.8380293
327,"            Rua Maria Wanderley de Queiroz, Fragoso",        70 ,3,1,1,120000,2549467058,2022-05-08 20:08:48,-7.9927496,-34.8519334
328,"            Rua Eduardo de Moraes, Fragoso",        80 ,2,1,2,160000,2506682676,2022-05-08 20:08:48,-7.9931255,-34.8451412
329,"            Rua Jornalista Luís de Andrade, Casa Caiada",        95 ,3,1,,770000,2560621239,2022-05-08 20:08:48,-7.9866315,-34.8418334
330,"            Bairro Novo, Olinda",        73 ,2,2,2,150000,2551584807,2022-05-08 20:08:48,-8.0027701,-34.8431006
331,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        120 ,2,1,2,135000,2554120137,2022-05-08 20:08:48,-7.9643799,-34.8318207
332,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        46 ,2,1,1,186300,2560346330,2022-05-08 20:08:48,-7.9643799,-34.8318207
333,"            Rua Barão de São Borja, Bairro Novo",        50 ,2,1,2,180000,2560615821,2022-05-08 20:08:48,-7.9949765,-34.8474288
334,"            Avenida Presidente Getúlio Vargas, Bairro Novo",        95 ,3,2,2,450000,2559466897,2022-05-08 20:08:48,-8.0022951,-34.8403535
335,"            Rua Lindolfo Viana, Rio Doce",        75 ,3,1,2,160000,2558425250,2022-05-08 20:08:48,-7.9609463,-34.8302073
336,"            Rua Professor Álvaro Lima, Casa Amarela",        43 - 105 ,        2 - 3 ,        1 - 2 ,        2 - 3 ,330000,2537000508,2022-05-08 20:08:48,-8.0289938,-34.9213546
